,respid,sample,int_date,fcall,attempt,refusal,lang,cregion,state,usr,scregion,sstate,susr,sdensity,timezone,comp,isex,irace1m1,irace1m2,irace1m3,irace1m4,ihisp1,form,phtype,qs1,q1,q2,q10af1,q10bf1,q14f2,q19,q20,q25,q33af1,q33bf1,q33cf1,q33df1,q33ff2,q33gf2,q33hf2,q33if2,q33jf2,q34f1,q44af1,q44bf1,q44cf1,q44ef1,q44ff1,q44gf1,q44hf2,q44if2,q44jf2,q44kf2,q44lf2,q44mf2,q44nf2,q47,q48f1,q49f2,q50a,q50b,q50c,q50d,q50e,q50ff1,q54f2,q55f1,q56f2,q57f2,q58,q60,q61a,q61b,q61c,q61df1,q61ef1,q61ff2,q61gf2,q61hf2,q61if1,q64,q65a,q65b,q65c,q65d,q65e,q66,q67,q68a,q68b,q68d,q69,q70,q70a,q71,q75,q76f1,q77f2,qi1,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,qf2,born,attend,income,reg,party,partyln,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,weight
1000,101230.0,Cell phone,190322.0,190322.0,4.0,No,English,Midwest,OH,S,Midwest,OH,,4.0,Eastern,Complete,Male,White,,,,No,FORM 2,,18 or older,Satisfied,Approve,,,Disapprove,Most of the time,Frustrated,(VOL) Never,,,,,Even tempered,Well informed,Keeps his promises,Stands up for what he believes in,A good manager,,,,,,,,Decrease spending,Keep spending the same,Decrease spending,Decrease spending,Decrease spending,Decrease spending,Decrease spending,"Yes, keeping promises",,About the right amount,Statement #2,Statement #2,Statement #2,Statement #2,Statement #2,,Good deal,,Good for the U.S. [OR],More important to other NATO member countries [OR],Favor,Sometimes fair game [OR IS IT],Only a little,Only a little,Only a little,,,Only a little,Only a little,Only a little,,Moderately fair,Not too much,Some,Not at all,Some,Not too much,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Very strongly,Very well,A lot,,Probably not done things that are unethical [OR],A few times a month,Male,45.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Christian,,Very important,"No, would not",Once or twice a month,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,3.0,1.0,1,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,0.5778665
1001,101233.0,Cell phone,190322.0,190322.0,4.0,No,English,South,FL,S,South,FL,,4.0,Eastern,Complete,Female,White,,,,Yes,FORM 1,,18 or older,Satisfied,Approve,Approve,Disapprove,,Most of the time,Frustrated,Only some of the time,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,About right,Keep spending the same,Increase spending,Increase spending,Keep spending the same,Keep spending the same,Decrease spending,,,,,,,,(VOL) Don't know/Refused,A great deal,,Statement #1,Statement #2,Statement #2,Statement #2,Statement #1,Statement #2,,"Smaller government, fewer services",,,Oppose,Sometimes fair game [OR IS IT],Only a little,Only a little,A lot,A lot,A lot,,,,A lot,Moderately fair,Some,Some,Not too much,Some,A lot,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Approve,Very strongly,Somewhat well,A lot,Definitely not done things that are illegal,,Several times a day,Male,58.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Catholic,,Somewhat important,"No, would not",A few times a year,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Moderate,Mod-Lib Rep,Mod-Lib Rep/ln Rep,2.0,2.0,2,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,0.3264107
1002,101234.0,Cell phone,190322.0,190322.0,4.0,No,English,Northeast,NJ,S,Northeast,NJ,,Highest,Eastern,Complete,Male,White,,,,Yes,FORM 2,,18 or older,Dissatisfied,(VOL) Don't know/Refused,,,Approve,Most of the time,Frustrated,Only some of the time,,,,,Not even tempered,Not well informed,Keeps his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Increase spending,Keep spending the same,Keep spending the same,Increase spending,Increase spending,Keep spending the same,Increase spending,"No, not keeping promises",,Too much,Statement #1,Statement #1,(VOL) Neither/Both equally,Statement #2,Statement #1,,Not very much,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Strongly favor,Sometimes fair game [OR IS IT],A lot,Some,Only a little,,,A lot,Only a little,A lot,,Not fair at all,A lot,Some,A lot,Not at all,A lot,Increasing influence,Bad thing,Friendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Not so strongly,Somewhat well,A lot,,Probably done things that are unethical,Seldom,Male,47.0,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Agnostic,,Not at all important,,Seldom,"100 to under $150,000 [OR]",Are you NOT registered to vote at your current address,Independent,(VOL) Other/Don't know/Refused,DK/Ref-no lean,Liberal [OR],Ind,,2.0,2.0,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,1.4835468
1003,101235.0,Cell phone,190322.0,190322.0,4.0,No,English,South,NC,U,Northeast,NY,,4.0,Eastern,Complete,Female,White,,,,No,FORM 2,,18 or older,Satisfied,Disapprove,,,Approve,Some of the time,Basically content,Most of the time,,,,,Even tempered,Well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Keep spending the same,Keep spending the same,Keep spending the same,Increase spending,Keep spending the same,Increase spending,Increase spending,"Yes, keeping promises",,About the right amount,Statement #2,Statement #1,Statement #1,Statement #2,Statement #1,,Good deal,,Good for the U.S. [OR],More important to the U.S. [OR],Oppose,Never fair game,A lot,Some,Some,,,Some,Some,A lot,,Not too fair,Some,Not too much,Not too much,Not too much,Some,Increasing influence,Good thing,Neutral toward religion,Neutral toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Not so strongly,Somewhat well,A little,,Probably done things that are unethical,Once a day,Female,38.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Asian-American,Other,,Nothing in particular,,Somewhat important,,A few times a year,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Conservative,Cons-Mod Dem,Cons-Mod Dem/ln Dem,4.0,2.0,2,,,"No, home telephone",No landline,Cellphone,Respondent agrees,1.3346978
1004,101236.0,Cell phone,190322.0,190322.0,4.0,No,English,Midwest,MI,,Midwest,MI,,3.0,Eastern,Complete,Male,White,,,,No,FORM 2,,18 or older,(VOL) Don't know/Refused,Disapprove,,,(VOL) Don't know/Refused,Some of the time,(VOL) Don't know/Refused,Only some of the time,,,,,Not even tempered,Not well informed,Keeps his promises,(VOL) Don't know/Refused,Not a good manager,,,,,,,,Keep spending the same,(VOL) Don't know/Refused,Increase spending,(VOL) Don't know/Refused,Increase spending,Increase spending,Increase spending,(VOL) Don't know/Refused,,Too little,(VOL) Don't know/Refused,Statement #1,Statement #1,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],(VOL) Don't know/Refused,Strongly favor,Never fair game,A lot,A lot,None at all,,,A lot,A lot,A lot,,(VOL) Don't know/Refused,Not at all,Not at all,A lot,Not at all,A lot,Losing influence,Bad thing,Neutral toward religion,Neutral toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,(VOL) Don't know/Refused,,Not at all well,A lot,,Probably done things that are unethical,Once a day,Male,24.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"No, would not",Once a week,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Dem/lean Dem,Moderate,Ind,Cons-Mod Dem/ln Dem,2.0,2.0,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,0.5803304
1005,101237.0,Cell phone,190322.0,190322.0,4.0,No,English,South,NC,R,South,NC,,2.0,Eastern,Complete,Female,White,,,,No,FORM 2,,18 or older,Dissatisfied,Approve,,,(VOL) Don't know/Refused,Only now and then,Basically content,Only some of the time,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Not a good manager,,,,,,,,Keep spending the same,Keep spending the same,Keep spending the same,Increase spending,Keep spending the same,Keep spending the same,Increase spending,"No, not keeping promises",,Too little,Statement #1,Statement #2,Statement #1,Statement #2,Statement #1,,None at all,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Favor,Never fair game,A lot,Some,None at all,,,A lot,Only a little,A lot,,Moderately fair,Not too much,Not at all,A lot,Some,A lot,Losing influence,Bad thing,Neutral toward religion,Neutral toward religion,Friendly toward religion,Should express their views on day-to-day social and political questions,(VOL) Don't know/Refused,,Not at all well,Nothing at all,,Probably done things that are unethical,Once a day,Male,21.0,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,Protestant,,Somewhat important,(VOL) Don't know/Refused,A few times a year,(VOL) Don't know/Refused,Are you NOT registered to vote at your current address,Republican,,Rep/lean Rep,(VOL) Don't know/Refused,DK/Ref to party or ideo,DK/Ref to party or ideo,4.0,3.0,3 or more,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,0.8771276
1006,101238.0,Cell phone,190322.0,190322.0,4.0,No,English,South,MS,S,South,MS,,2.0,Central,Complete,Female,White,,,,No,FORM 1,,18 or older,(VOL) Don't know/Refused,Approve,Disapprove,Disapprove,,Most of the time,Frustrated,(VOL) Never,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,About right,(VOL) Don't know/Refused,Increase spending,Increase spending,Keep spending the same,Keep spending the same,Increase spending,,,,,,,,"No, not keeping promises",A great deal,,Statement #2,Statement #1,Statement #2,Statement #2,Statement #2,Statement #2,,"Smaller government, fewer services",,,Favor,Sometimes fair game [OR IS IT],Some,Some,A lot,Some,A lot,,,,A lot,Moderately fair,Not at all,Some,Not at all,Not too much,Not too much,Losing influence,Bad thing,Unfriendly toward religion,Neutral toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Very strongly,Somewhat well,A lot,Definitely not done things that are illegal,,Seldom,Male,50.0,Two year associate degree from a college or university,No,White,White non-Hispanic,,Nothing in particular,,Not too important,,Seldom,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Moderate,Mod-Lib Rep,Mod-Lib Rep/ln Rep,3.0,3.0,3 or more,,,"Yes, home telephone",Landline,Cellphone,(VOL) Respondent does not want the money,1.2840609
1007,101239.0,Cell phone,190322.0,190322.0,4.0,No,English,West,CA,U,South,GA,,4.0,Eastern,Complete,Male,White,,,,No,FORM 2,,18 or older,Dissatisfied,Disapprove,,,Approve,Most of the time,Frustrated,Only some of the time,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Increase spending,Decrease spending,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,"Yes, keeping promises",,Too little,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Strongly favor,Never fair game,A lot,A lot,Only a little,,,A lot,Some,Some,,Not too fair,Not too much,Not too much,A lot,Not at all,A lot,Losing influence,Good thing,Friendly toward religion,Friendly toward religion,Friendly toward religion,Should keep out of political matters,Disapprove,Very strongly,Somewhat well,A lot,,Definitely done things that are unethical,Never,Female,30.0,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD, gr",No,White,White non-Hispanic,,Agnostic,,Not too important,,Seldom,"75 to under $100,000",Are you NOT registered to vote at your current address,Democrat,,Dem/lean Dem,Very liberal,Lib Dem,Lib Dem/ln Dem,2.0,2.0,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,0.9590228
1008,101242.0,Cell phone,190322.0,190322.0,1.0,No,English,West,CA,U,West,CA,,Highest,Pacific,Complete,Male,White,,,,No,FORM 2,,18 or older,Dissatisfied,Disapprove,,,Approve,Most of the time,Frustrated,Only some of the time,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Increase spending,Decrease spending,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,"Yes, keeping promises",,Too little,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],More important to other NATO member countries [OR],Strongly favor,Sometimes fair game [OR IS IT],A lot,Some,None at all,,,A lot,Only a little,A lot,,Not fair at all,Not at all,Some,A lot,Not at all,A lot,Increasing influence,Bad thing,Neutral toward religion,Friendly toward religion,Friendly toward religion,Should keep out of political matters,Disapprove,Very strongly,Very well,A lot,,Definitely done things that are unethical,A few times a month,Male,50.0,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,White,White non-Hispanic,,Catholic,,Not too important,"No, would not",Seldom,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Very liberal,Lib Dem,Lib Dem/ln Dem,4.0,3.0,3 or more,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,0.4497306
1009,101246.0,Cell phone,190322.0,190322.0,1.0,No,English,West,AZ,U,West,AZ,,3.0,Pacific,Complete,Female,White,,,,No,FORM 2,,18 or older,Dissatisfied,Disapprove,,,Approve,Most of the time,Frustrated,Only some of the time,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Increase spending,Decrease spending,Increase spending,Increase spending,Increase spending,Decrease spending,Increase spending,"No, not keeping promises",,Too little,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,Not very much,,Good for the U.S. [OR],More important to the U.S. [OR],Strongly favor,Sometimes fair game [OR IS IT],Some,A lot,Only a little,,,A lot,Some,Some,,Not too fair,Not too much,Not too much,A lot,A lot,A lot,Losing influence,Good thing,Friendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Very strongly,Not too well,A lot,,Definitely done things that are unethical,Never,Male,19.0,"Some college, no degree (includes some community college)",No,Mixed Race,Other,,Nothing in particular,,Not at all important,,Once or twice a month,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Dem/lean Dem,Very liberal,Ind,Lib Dem/ln Dem,4.0,2.0,2,,,"No, home telephone",No landline,Cellphone,(VOL) Respondent does not want the money,1.2855812
